Timestamp,ElapsedSeconds,CpuPercent,WorkingSetBytes,PrivateMemoryBytes,HandleCount,ThreadCount
2026-08-16T02:10:43.6577075+09:00,1.013,0.385784,145907712,77168640,829,33
2026-08-16T02:10:44.6496134+09:00,2.004,0.000000,145911808,77168640,829,33
2026-08-16T02:10:45.6599260+09:00,3.015,0.515517,145915904,77168640,829,33
2026-08-16T02:10:46.6546430+09:00,4.009,0.523600,145920000,77168640,829,33
2026-08-16T02:10:47.6493046+09:00,5.004,0.261814,145928192,77172736,829,33
2026-08-16T02:10:48.6454721+09:00,6.000,0.522837,145928192,77172736,829,33
2026-08-16T02:10:49.6535389+09:00,7.008,0.904165,145895424,77172736,829,33
2026-08-16T02:10:50.6475338+09:00,8.002,0.523980,145903616,77172736,829,33
2026-08-16T02:10:51.6584718+09:00,9.013,0.772797,145915904,77172736,829,33
2026-08-16T02:10:52.6527083+09:00,10.008,1.178668,145924096,77172736,829,33
2026-08-16T02:10:53.6485528+09:00,11.003,0.523007,145924096,77234176,829,33
2026-08-16T02:10:54.6592949+09:00,12.014,0.386473,145924096,77234176,829,33
2026-08-16T02:10:55.6574592+09:00,13.012,0.391343,146448384,77742080,829,33
2026-08-16T02:10:56.6521377+09:00,14.007,0.392715,146731008,77996032,829,33
2026-08-16T02:10:57.6460028+09:00,15.001,0.131012,146771968,78024704,829,33
2026-08-16T02:10:58.6576624+09:00,16.013,0.257415,146780160,78024704,829,33
2026-08-16T02:10:59.6495495+09:00,17.004,0.000000,146792448,78024704,829,33
2026-08-16T02:11:00.6585432+09:00,18.013,1.032382,146862080,78024704,829,33
2026-08-16T02:11:01.6534119+09:00,19.008,0.130880,146825216,78770176,822,31
2026-08-16T02:11:02.6485162+09:00,20.003,0.261698,146870272,78770176,821,31
2026-08-16T02:11:03.6458563+09:00,21.001,0.130556,146874368,78770176,821,31
2026-08-16T02:11:04.6545492+09:00,22.009,0.000000,146817024,78696448,815,30
2026-08-16T02:11:05.6536582+09:00,23.009,0.260649,146821120,78696448,815,30
2026-08-16T02:11:06.6471949+09:00,24.002,0.655277,145088512,74711040,812,30
2026-08-16T02:11:07.6596317+09:00,25.014,0.000000,145092608,74711040,812,30
2026-08-16T02:11:08.6537454+09:00,26.009,0.392938,145092608,74788864,812,30
2026-08-16T02:11:09.6483550+09:00,27.003,0.392742,145100800,74792960,811,30
2026-08-16T02:11:10.6590264+09:00,28.014,0.257667,145166336,74854400,811,30
2026-08-16T02:11:11.6537454+09:00,29.009,0.261799,145174528,74854400,811,30
2026-08-16T02:11:12.6472115+09:00,30.002,0.655323,146395136,76013568,811,30
2026-08-16T02:11:13.6586606+09:00,31.014,0.128734,146395136,76013568,811,30
2026-08-16T02:11:14.6545778+09:00,32.009,0.653711,146395136,76013568,811,30
2026-08-16T02:11:15.6491476+09:00,33.004,0.916435,146395136,76013568,811,30
2026-08-16T02:11:16.6555992+09:00,34.010,0.776242,146337792,75935744,808,29
2026-08-16T02:11:17.6486199+09:00,35.003,0.000000,146337792,75935744,808,29
2026-08-16T02:11:18.6600620+09:00,36.015,0.257471,145297408,75005952,808,29
2026-08-16T02:11:19.6562631+09:00,37.011,0.914934,145313792,75034624,808,29
2026-08-16T02:11:20.6484783+09:00,38.003,0.393690,145350656,75091968,811,30
2026-08-16T02:11:21.6576747+09:00,39.013,0.387065,145358848,75104256,811,30
2026-08-16T02:11:22.6505461+09:00,40.005,0.786859,145358848,75104256,811,30
2026-08-16T02:11:23.6466659+09:00,41.002,0.653578,145358848,75104256,811,30
2026-08-16T02:11:24.6561111+09:00,42.011,1.031920,145358848,75104256,811,30
2026-08-16T02:11:25.6476614+09:00,43.003,0.393954,145494016,75231232,811,30
2026-08-16T02:11:26.6573083+09:00,44.012,0.902750,145494016,75231232,811,30
2026-08-16T02:11:27.6516902+09:00,45.007,0.261888,145494016,75231232,811,30
2026-08-16T02:11:28.6593664+09:00,46.014,0.775299,145498112,75231232,811,30
2026-08-16T02:11:29.6526796+09:00,47.008,0.131085,145608704,75358208,811,30
2026-08-16T02:11:30.6466817+09:00,48.002,0.392982,145997824,75804672,811,30
2026-08-16T02:11:31.6568359+09:00,49.012,0.644497,147374080,76898304,807,27
2026-08-16T02:11:32.6477689+09:00,50.003,0.656999,147374080,76898304,807,27
2026-08-16T02:11:33.6563024+09:00,51.011,0.516426,147382272,76910592,807,27
2026-08-16T02:11:34.6485173+09:00,52.003,0.000000,147382272,76910592,809,27
2026-08-16T02:11:35.6554303+09:00,53.010,0.000000,147382272,76910592,809,27
2026-08-16T02:11:36.6483578+09:00,54.003,0.262272,147382272,76910592,809,27
2026-08-16T02:11:37.6601184+09:00,55.015,0.386084,147382272,76910592,809,27
2026-08-16T02:11:38.6570936+09:00,56.012,0.391810,145158144,74551296,807,26
2026-08-16T02:11:39.6507161+09:00,57.006,0.000000,145141760,74498048,804,25
2026-08-16T02:11:40.6603728+09:00,58.015,0.000000,145141760,74510336,804,25
2026-08-16T02:11:41.6558907+09:00,59.011,0.392384,145141760,74510336,804,25
2026-08-16T02:11:42.6475404+09:00,60.002,0.787829,145215488,74625024,807,26
2026-08-16T02:11:43.6550568+09:00,61.010,0.000000,145215488,74625024,807,26
2026-08-16T02:11:44.6495483+09:00,62.004,0.130930,145223680,74625024,807,26
2026-08-16T02:11:45.6468131+09:00,63.002,0.391696,145223680,74625024,807,26
2026-08-16T02:11:46.6568731+09:00,64.012,0.257823,145326080,74752000,807,26
2026-08-16T02:11:47.6506880+09:00,65.006,0.524075,145326080,74752000,807,26
2026-08-16T02:11:48.6458192+09:00,66.001,0.261691,145326080,74752000,807,26
